0,1
IAM_Words\g01\g01-039\g01-039-08-03.png,and
IAM_Words\j07\j07-015\j07-015-01-01.png,flexible
IAM_Words\k07\k07-146\k07-146-03-02.png,cigarette
IAM_Words\a04\a04-000\a04-000-06-03.png,.
IAM_Words\c06\c06-128\c06-128-08-02.png,loaded
IAM_Words\b05\b05-042\b05-042-04-05.png,no
IAM_Words\a01\a01-063u\a01-063u-05-01.png,week
IAM_Words\n02\n02-098\n02-098-04-06.png,you
IAM_Words\a02\a02-067\a02-067-05-03.png,Lord
IAM_Words\c03\c03-087e\c03-087e-04-03.png,complete
IAM_Words\a02\a02-086\a02-086-01-06.png,is
IAM_Words\g06\g06-045l\g06-045l-00-04.png,year
IAM_Words\g06\g06-018h\g06-018h-02-03.png,was
IAM_Words\e07\e07-083\e07-083-03-06.png,this
IAM_Words\c04\c04-056\c04-056-03-01.png,-
IAM_Words\c04\c04-000\c04-000-00-03.png,friendly
IAM_Words\e07\e07-108\e07-108-04-07.png,.
IAM_Words\m03\m03-006\m03-006-08-04.png,of
IAM_Words\a01\a01-007x\a01-007x-00-02.png,","
IAM_Words\l01\l01-111\l01-111-07-01.png,","
IAM_Words\h07\h07-033a\h07-033a-09-05.png,essential
IAM_Words\g06\g06-018e\g06-018e-06-07.png,of
IAM_Words\f04\f04-083\f04-083-05-10.png,twenty-two
IAM_Words\a05\a05-058\a05-058-00-01.png,We
IAM_Words\j04\j04-015\j04-015-02-07.png,of
IAM_Words\g06\g06-050k\g06-050k-06-01.png,character
IAM_Words\e07\e07-061\e07-061-03-04.png,.
IAM_Words\g01\g01-083\g01-083-00-04.png,was
IAM_Words\e06\e06-033\e06-033-02-05.png,""""
IAM_Words\a02\a02-086\a02-086-01-02.png,statements
IAM_Words\l04\l04-159\l04-159-04-04.png,or
IAM_Words\g04\g04-007\g04-007-06-02.png,to
IAM_Words\d06\d06-086\d06-086-09-07.png,them
IAM_Words\a02\a02-093\a02-093-07-01.png,Constitution
IAM_Words\c03\c03-016a\c03-016a-06-00.png,first
IAM_Words\r06\r06-097\r06-097-02-00.png,sun
IAM_Words\a03\a03-027\a03-027-05-00.png,160
IAM_Words\j04\j04-035\j04-035-00-09.png,a
IAM_Words\g06\g06-011m\g06-011m-08-05.png,in
IAM_Words\a05\a05-009\a05-009-04-05.png,of
IAM_Words\a01\a01-038\a01-038-02-02.png,Roy
IAM_Words\a04\a04-050\a04-050-03-05.png,they
IAM_Words\g06\g06-037m\g06-037m-05-02.png,Anglesey's
IAM_Words\c03\c03-081a\c03-081a-04-03.png,beautiful
IAM_Words\f04\f04-032\f04-032-05-05.png,formal
IAM_Words\h07\h07-071a\h07-071a-08-03.png,industry
IAM_Words\b06\b06-079\b06-079-05-05.png,that
IAM_Words\c03\c03-094e\c03-094e-03-04.png,comically
IAM_Words\a03\a03-011\a03-011-04-02.png,countries
IAM_Words\r06\r06-041\r06-041-04-00.png,the
IAM_Words\a03\a03-047\a03-047-01-00.png,in
IAM_Words\g06\g06-031f\g06-031f-01-07.png,really
IAM_Words\m01\m01-121\m01-121-00-06.png,we
IAM_Words\b01\b01-038\b01-038-02-04.png,of
IAM_Words\n04\n04-190\n04-190-01-07.png,met
IAM_Words\a06\a06-147\a06-147-01-00.png,determination
IAM_Words\a02\a02-042\a02-042-05-00.png,police
IAM_Words\e02\e02-091\e02-091-05-02.png,done
IAM_Words\f01\f01-135\f01-135-05-04.png,something
IAM_Words\k04\k04-054\k04-054-05-01.png,a
IAM_Words\l04\l04-170\l04-170-04-00.png,medical
IAM_Words\g06\g06-045d\g06-045d-03-08.png,","
IAM_Words\a01\a01-000x\a01-000x-05-04.png,.
IAM_Words\g06\g06-037g\g06-037g-07-07.png,themselves
IAM_Words\g06\g06-018c\g06-018c-03-04.png,'
IAM_Words\l04\l04-106\l04-106-02-00.png,Dowell
IAM_Words\p06\p06-242\p06-242-06-00.png,matter
IAM_Words\a01\a01-058x\a01-058x-01-04.png,cash
IAM_Words\h06\h06-096\h06-096-00-04.png,at
IAM_Words\n02\n02-033\n02-033-08-06.png,","
IAM_Words\m04\m04-078\m04-078-07-00.png,away
IAM_Words\j04\j04-024\j04-024-08-03.png,strontium
IAM_Words\g06\g06-047f\g06-047f-01-14.png,earth
IAM_Words\b06\b06-000\b06-000-07-00.png,building
IAM_Words\c06\c06-083\c06-083-07-05.png,turns
IAM_Words\m03\m03-033\m03-033-06-04.png,If
IAM_Words\b04\b04-047\b04-047-00-04.png,Scots
IAM_Words\a02\a02-078\a02-078-01-00.png,longer
IAM_Words\a01\a01-113u\a01-113u-02-05.png,.
IAM_Words\b01\b01-044\b01-044-00-06.png,imports
IAM_Words\b06\b06-090\b06-090-01-01.png,lay
IAM_Words\d04\d04-050\d04-050-02-03.png,only
IAM_Words\g06\g06-050c\g06-050c-01-02.png,"Ko""then"
IAM_Words\e02\e02-100\e02-100-06-04.png,right
IAM_Words\d06\d06-030\d06-030-01-08.png,is
IAM_Words\c04\c04-004\c04-004-01-05.png,than
IAM_Words\a04\a04-043\a04-043-00-03.png,delivered
IAM_Words\e07\e07-101\e07-101-01-05.png,a
IAM_Words\a05\a05-017\a05-017-08-06.png,","
IAM_Words\a05\a05-108\a05-108-07-06.png,Shinwell
IAM_Words\k02\k02-029\k02-029-00-03.png,","
IAM_Words\g01\g01-022\g01-022-05-00.png,ONE
IAM_Words\g06\g06-050d\g06-050d-07-03.png,appears
IAM_Words\e07\e07-108\e07-108-02-06.png,the
IAM_Words\r06\r06-007\r06-007-00-04.png,pity
IAM_Words\e04\e04-103\e04-103-03-02.png,frame
IAM_Words\l04\l04-113\l04-113-05-00.png,anything
IAM_Words\j06\j06-005\j06-005-02-01.png,surface
IAM_Words\b05\b05-098\b05-098-05-04.png,well
IAM_Words\f07\f07-039a\f07-039a-02-03.png,of
IAM_Words\m01\m01-012\m01-012-10-04.png,solid
IAM_Words\l04\l04-020\l04-020-06-06.png,.
IAM_Words\c03\c03-003d\c03-003d-06-03.png,premiere
IAM_Words\c06\c06-005\c06-005-04-02.png,of
IAM_Words\g06\g06-045l\g06-045l-00-07.png,wife's
IAM_Words\a02\a02-053\a02-053-04-00.png,openly
IAM_Words\g06\g06-115\g06-115-03-07.png,hung
IAM_Words\d06\d06-000\d06-000-01-02.png,telling
IAM_Words\g01\g01-083\g01-083-08-04.png,ignored
IAM_Words\b06\b06-027\b06-027-05-00.png,Herr
IAM_Words\r06\r06-003\r06-003-05-07.png,given
IAM_Words\r06\r06-121\r06-121-04-02.png,friendly
IAM_Words\a01\a01-128u\a01-128u-04-06.png,hospital
IAM_Words\c03\c03-094b\c03-094b-04-05.png,Richards
IAM_Words\c06\c06-031\c06-031-01-11.png,to
IAM_Words\p03\p03-163\p03-163-04-05.png,.
IAM_Words\n04\n04-009\n04-009-01-05.png,refitting
IAM_Words\h07\h07-033\h07-033-09-03.png,for
IAM_Words\a01\a01-068u\a01-068u-00-05.png,the
IAM_Words\h06\h06-082\h06-082-01-02.png,too
IAM_Words\p02\p02-115\p02-115-03-09.png,I
IAM_Words\d01\d01-024\d01-024-01-05.png,that
IAM_Words\g06\g06-045m\g06-045m-05-07.png,himself
IAM_Words\j04\j04-024\j04-024-03-01.png,.
IAM_Words\r06\r06-066\r06-066-04-06.png,brilliant
IAM_Words\c03\c03-007f\c03-007f-02-04.png,it
IAM_Words\g01\g01-070\g01-070-02-03.png,in
IAM_Words\g06\g06-026l\g06-026l-05-01.png,the
IAM_Words\g04\g04-068\g04-068-05-04.png,the
IAM_Words\h01\h01-030\h01-030-05-06.png,-
IAM_Words\l01\l01-050\l01-050-05-04.png,I
IAM_Words\e07\e07-007\e07-007-05-05.png,all
IAM_Words\a01\a01-053u\a01-053u-05-00.png,reported
IAM_Words\g04\g04-088\g04-088-02-03.png,number
IAM_Words\g06\g06-042e\g06-042e-05-03.png,notice
IAM_Words\b01\b01-094\b01-094-05-01.png,first
IAM_Words\n02\n02-040\n02-040-04-02.png,you
IAM_Words\r02\r02-013\r02-013-07-04.png,jacket
IAM_Words\b01\b01-089\b01-089-02-02.png,diverting
IAM_Words\g04\g04-055\g04-055-06-01.png,flourishing
IAM_Words\g06\g06-031l\g06-031l-05-00.png,House
IAM_Words\a01\a01-026\a01-026-08-01.png,Chequers
IAM_Words\l07\l07-052\l07-052-01-11.png,can
IAM_Words\p03\p03-112\p03-112-03-10.png,Di
IAM_Words\g06\g06-050b\g06-050b-01-07.png,asking
IAM_Words\r03\r03-065\r03-065-04-05.png,.
IAM_Words\g07\g07-077a\g07-077a-08-02.png,background
IAM_Words\k07\k07-176\k07-176-02-05.png,does
IAM_Words\m04\m04-072\m04-072-06-06.png,his
IAM_Words\b01\b01-038\b01-038-02-06.png,international
IAM_Words\c02\c02-000\c02-000-06-05.png,.
IAM_Words\g06\g06-011c\g06-011c-03-09.png,is
IAM_Words\p03\p03-096\p03-096-00-04.png,my
IAM_Words\f07\f07-028a\f07-028a-04-09.png,did
IAM_Words\g06\g06-042d\g06-042d-01-07.png,for
IAM_Words\r06\r06-000\r06-000-03-05.png,in
IAM_Words\d06\d06-096\d06-096-06-08.png,an
IAM_Words\g07\g07-000b\g07-000b-03-07.png,his
IAM_Words\m04\m04-209\m04-209-04-08.png,things
IAM_Words\g01\g01-043\g01-043-07-00.png,payments
IAM_Words\p03\p03-029\p03-029-04-04.png,duty
IAM_Words\h02\h02-028\h02-028-01-04.png,the
IAM_Words\m04\m04-100\m04-100-05-00.png,us
IAM_Words\g06\g06-018h\g06-018h-06-09.png,of
IAM_Words\d01\d01-118\d01-118-06-09.png,on
IAM_Words\p03\p03-029\p03-029-09-01.png,surgery
IAM_Words\p01\p01-168\p01-168-04-09.png,rocks
IAM_Words\a02\a02-082\a02-082-00-06.png,of
IAM_Words\d06\d06-008\d06-008-09-01.png,its
IAM_Words\a05\a05-025\a05-025-08-03.png,Hull
IAM_Words\c06\c06-076\c06-076-05-03.png,falls
IAM_Words\p02\p02-150\p02-150-08-04.png,.
IAM_Words\k07\k07-122\k07-122-05-04.png,receive
IAM_Words\d05\d05-040\d05-040-01-04.png,approach
IAM_Words\p03\p03-135\p03-135-01-04.png,","
IAM_Words\p02\p02-090\p02-090-04-04.png,told
IAM_Words\e02\e02-094\e02-094-09-06.png,inaccurate
IAM_Words\h06\h06-000\h06-000-03-01.png,to
IAM_Words\b01\b01-014\b01-014-02-03.png,exercised
IAM_Words\a04\a04-035\a04-035-09-07.png,for
IAM_Words\m04\m04-246\m04-246-06-11.png,.
IAM_Words\m02\m02-090\m02-090-08-04.png,earthly
IAM_Words\c03\c03-096f\c03-096f-05-06.png,is
IAM_Words\d01\d01-060\d01-060-05-02.png,words
IAM_Words\e02\e02-018\e02-018-06-02.png,the
IAM_Words\n04\n04-031\n04-031-00-09.png,She
IAM_Words\g06\g06-031r\g06-031r-02-03.png,country
IAM_Words\h07\h07-087\h07-087-00-06.png,of
IAM_Words\a01\a01-038\a01-038-00-03.png,the
IAM_Words\g06\g06-011e\g06-011e-03-12.png,Vesuvius
IAM_Words\r06\r06-022\r06-022-00-09.png,owner's
IAM_Words\e02\e02-074\e02-074-10-02.png,and
IAM_Words\n06\n06-186\n06-186-03-08.png,on
IAM_Words\k03\k03-152\k03-152-07-06.png,table
IAM_Words\b01\b01-004\b01-004-03-07.png,if
IAM_Words\b01\b01-023\b01-023-00-05.png,","
IAM_Words\h07\h07-013\h07-013-09-06.png,and
IAM_Words\g06\g06-011o\g06-011o-03-16.png,a
IAM_Words\g06\g06-011l\g06-011l-08-02.png,are
IAM_Words\b06\b06-093\b06-093-07-01.png,and
IAM_Words\g06\g06-047i\g06-047i-03-00.png,an
IAM_Words\b06\b06-027\b06-027-00-03.png,Germany
IAM_Words\d04\d04-066\d04-066-06-00.png,ne
IAM_Words\e01\e01-107\e01-107-00-10.png,certain
IAM_Words\b06\b06-027\b06-027-05-01.png,Strauss
IAM_Words\a03\a03-030\a03-030-03-01.png,in
IAM_Words\a05\a05-113\a05-113-05-05.png,in
IAM_Words\h02\h02-043\h02-043-02-05.png,these
IAM_Words\e01\e01-025\e01-025-04-02.png,would
IAM_Words\b05\b05-062\b05-062-03-04.png,am
IAM_Words\g01\g01-045\g01-045-06-01.png,between
IAM_Words\e02\e02-014\e02-014-02-08.png,treated
IAM_Words\e02\e02-021\e02-021-06-06.png,1
IAM_Words\r03\r03-053\r03-053-00-03.png,like
IAM_Words\a04\a04-066\a04-066-06-01.png,intervention
IAM_Words\l04\l04-118\l04-118-03-05.png,part
IAM_Words\d01\d01-080\d01-080-01-04.png,Dots
IAM_Words\n06\n06-163\n06-163-01-03.png,around
IAM_Words\a06\a06-004\a06-004-05-01.png,people
IAM_Words\b05\b05-045\b05-045-04-01.png,it
IAM_Words\l04\l04-147\l04-147-04-08.png,put
IAM_Words\a06\a06-152\a06-152-01-04.png,to
IAM_Words\m01\m01-012\m01-012-01-06.png,.
IAM_Words\r06\r06-049\r06-049-10-02.png,left
IAM_Words\g06\g06-050l\g06-050l-02-07.png,patient
IAM_Words\r06\r06-027\r06-027-05-03.png,was
IAM_Words\e01\e01-018\e01-018-03-04.png,four
IAM_Words\f01\f01-081\f01-081-03-02.png,might
IAM_Words\g06\g06-050p\g06-050p-01-01.png,Leipzig
IAM_Words\m04\m04-038\m04-038-04-06.png,what
IAM_Words\a01\a01-003x\a01-003x-08-01.png,to
IAM_Words\p03\p03-069\p03-069-04-02.png,","
IAM_Words\r06\r06-027\r06-027-07-03.png,Lady
IAM_Words\n03\n03-066\n03-066-03-07.png,he
IAM_Words\k03\k03-117\k03-117-00-01.png,lunch
IAM_Words\d07\d07-085\d07-085-04-05.png,the
IAM_Words\r02\r02-065\r02-065-05-04.png,the
IAM_Words\l04\l04-153\l04-153-04-10.png,of
IAM_Words\h01\h01-007\h01-007-08-00.png,by
IAM_Words\f04\f04-087\f04-087-00-12.png,gone
IAM_Words\g06\g06-011f\g06-011f-05-01.png,","
IAM_Words\g06\g06-018d\g06-018d-00-07.png,he
IAM_Words\f07\f07-096\f07-096-05-11.png,stuffing
IAM_Words\e04\e04-000\e04-000-06-05.png,easy
IAM_Words\m06\m06-098\m06-098-05-00.png,of
IAM_Words\c03\c03-000e\c03-000e-07-04.png,.
IAM_Words\l01\l01-016\l01-016-04-09.png,when
IAM_Words\k02\k02-097\k02-097-07-04.png,may
IAM_Words\a05\a05-108\a05-108-07-02.png,on
IAM_Words\f04\f04-020\f04-020-01-02.png,at
IAM_Words\a04\a04-000\a04-000-02-06.png,Admiralty
IAM_Words\e04\e04-019\e04-019-02-02.png,width
IAM_Words\e02\e02-000\e02-000-05-07.png,a
IAM_Words\p03\p03-185\p03-185-05-08.png,commitments
IAM_Words\l01\l01-187\l01-187-03-07.png,fighting
IAM_Words\n04\n04-190\n04-190-03-11.png,that
IAM_Words\b06\b06-093\b06-093-01-02.png,manufacture
IAM_Words\a01\a01-128u\a01-128u-08-07.png,the
IAM_Words\n06\n06-133\n06-133-03-07.png,closer
IAM_Words\b06\b06-068\b06-068-08-06.png,her
IAM_Words\g06\g06-037e\g06-037e-06-04.png,which
IAM_Words\b06\b06-042\b06-042-03-02.png,that
IAM_Words\c06\c06-000\c06-000-06-00.png,and
IAM_Words\e01\e01-119\e01-119-00-08.png,long
IAM_Words\n06\n06-169\n06-169-03-09.png,They
IAM_Words\g01\g01-074\g01-074-04-07.png,is
IAM_Words\h07\h07-033\h07-033-08-03.png,the
IAM_Words\a04\a04-092\a04-092-00-07.png,justify
IAM_Words\a02\a02-106\a02-106-01-01.png,kingdoms
IAM_Words\g06\g06-050h\g06-050h-03-01.png,.
IAM_Words\k02\k02-023\k02-023-00-06.png,become
IAM_Words\f02\f02-036\f02-036-00-07.png,report
IAM_Words\a01\a01-014u\a01-014u-03-08.png,what
IAM_Words\g06\g06-026c\g06-026c-01-05.png,best
IAM_Words\a01\a01-128\a01-128-04-05.png,is
IAM_Words\b01\b01-062\b01-062-07-03.png,.
IAM_Words\g06\g06-031n\g06-031n-04-06.png,the
IAM_Words\a06\a06-025\a06-025-08-01.png,.
IAM_Words\c03\c03-016e\c03-016e-02-05.png,dingy
IAM_Words\g06\g06-026c\g06-026c-00-07.png,so
IAM_Words\a04\a04-003\a04-003-04-03.png,would
IAM_Words\m03\m03-006\m03-006-03-10.png,'
IAM_Words\l04\l04-098\l04-098-06-06.png,account
IAM_Words\a05\a05-029\a05-029-02-06.png,the
IAM_Words\g06\g06-011m\g06-011m-04-04.png,to
IAM_Words\c02\c02-003\c02-003-01-09.png,film
IAM_Words\l04\l04-130\l04-130-04-07.png,him
IAM_Words\p03\p03-040\p03-040-08-00.png,very
IAM_Words\a05\a05-125\a05-125-05-01.png,Old
IAM_Words\m04\m04-164\m04-164-04-03.png,But
IAM_Words\a01\a01-122\a01-122-01-08.png,this
IAM_Words\e02\e02-074\e02-074-10-03.png,easily
IAM_Words\a06\a06-014\a06-014-01-02.png,say
IAM_Words\p02\p02-090\p02-090-04-00.png,anything
IAM_Words\m01\m01-110\m01-110-04-07.png,can
IAM_Words\m04\m04-200\m04-200-06-04.png,up
IAM_Words\g07\g07-030\g07-030-08-01.png,almost
IAM_Words\c02\c02-059\c02-059-06-04.png,Anna
IAM_Words\p01\p01-155\p01-155-08-03.png,absorption
IAM_Words\f04\f04-046\f04-046-01-00.png,had
IAM_Words\n04\n04-060\n04-060-04-05.png,","
IAM_Words\j06\j06-000\j06-000-05-04.png,regularity
IAM_Words\d01\d01-016\d01-016-03-08.png,the
IAM_Words\n02\n02-157\n02-157-07-01.png,all
IAM_Words\n04\n04-044\n04-044-03-03.png,join
IAM_Words\e04\e04-124\e04-124-02-04.png,shown
IAM_Words\a03\a03-080\a03-080-07-01.png,Ministry
IAM_Words\g06\g06-042j\g06-042j-01-09.png,for
IAM_Words\r06\r06-018\r06-018-03-03.png,;
IAM_Words\a01\a01-026x\a01-026x-08-03.png,","
IAM_Words\f07\f07-009\f07-009-08-03.png,desire
IAM_Words\h07\h07-069\h07-069-02-01.png,after
IAM_Words\l01\l01-023\l01-023-04-01.png,the
IAM_Words\f02\f02-033\f02-033-01-00.png,advisers
IAM_Words\h07\h07-069\h07-069-01-05.png,1.4
IAM_Words\b06\b06-068\b06-068-06-02.png,and
IAM_Words\k04\k04-039\k04-039-02-04.png,friend
IAM_Words\h01\h01-014\h01-014-04-03.png,local
IAM_Words\m03\m03-062\m03-062-05-05.png,but
IAM_Words\f03\f03-174\f03-174-01-10.png,audience
IAM_Words\h07\h07-007\h07-007-09-04.png,years
IAM_Words\e06\e06-070\e06-070-05-01.png,seem
IAM_Words\n06\n06-123\n06-123-05-08.png,a
IAM_Words\a05\a05-044\a05-044-04-04.png,the
IAM_Words\b02\b02-013\b02-013-04-01.png,us
IAM_Words\c04\c04-110\c04-110-01-00.png,assuredness
IAM_Words\g06\g06-037g\g06-037g-08-03.png,had
IAM_Words\n04\n04-183\n04-183-03-00.png,Bawley
IAM_Words\g06\g06-026k\g06-026k-05-03.png,government
IAM_Words\g06\g06-042r\g06-042r-05-03.png,to
IAM_Words\b01\b01-018\b01-018-05-02.png,which
IAM_Words\p02\p02-139\p02-139-03-09.png,out
IAM_Words\b03\b03-104\b03-104-00-08.png,is
IAM_Words\l04\l04-082\l04-082-05-04.png,hiding-place
IAM_Words\a03\a03-066\a03-066-05-03.png,involve
IAM_Words\g07\g07-074a\g07-074a-06-04.png,for
IAM_Words\p03\p03-033\p03-033-04-10.png,she
IAM_Words\n06\n06-169\n06-169-03-04.png,winked
IAM_Words\j07\j07-012\j07-012-03-00.png,smooth
IAM_Words\h07\h07-066b\h07-066b-06-07.png,is
IAM_Words\e07\e07-090\e07-090-07-05.png,only
IAM_Words\a04\a04-072\a04-072-04-02.png,declaring
IAM_Words\c04\c04-008\c04-008-07-05.png,neck
IAM_Words\g07\g07-077a\g07-077a-00-04.png,seen
IAM_Words\b04\b04-010\b04-010-02-03.png,wars
IAM_Words\b06\b06-064\b06-064-08-01.png,a
IAM_Words\m02\m02-075\m02-075-05-03.png,speech
IAM_Words\a03\a03-023\a03-023-05-00.png,tactically
IAM_Words\c03\c03-016d\c03-016d-02-06.png,room
IAM_Words\r06\r06-070\r06-070-03-07.png,with
IAM_Words\g02\g02-059\g02-059-04-00.png,the
IAM_Words\c06\c06-005\c06-005-08-05.png,tear-jerker
IAM_Words\p02\p02-105\p02-105-06-00.png,after
IAM_Words\g06\g06-050n\g06-050n-10-05.png,being
IAM_Words\k03\k03-144\k03-144-03-06.png,very
IAM_Words\g06\g06-011k\g06-011k-00-06.png,he
IAM_Words\a01\a01-063u\a01-063u-03-03.png,Brentano
IAM_Words\g06\g06-037p\g06-037p-00-05.png,that
IAM_Words\m06\m06-091\m06-091-02-06.png,is
IAM_Words\g04\g04-026\g04-026-01-08.png,the
IAM_Words\c04\c04-122\c04-122-06-03.png,Special
IAM_Words\d06\d06-041\d06-041-00-04.png,and
IAM_Words\b02\b02-035\b02-035-01-03.png,what
IAM_Words\d06\d06-104\d06-104-00-02.png,worked
IAM_Words\l07\l07-074\l07-074-04-17.png,#
IAM_Words\b01\b01-000\b01-000-03-04.png,rise
IAM_Words\a02\a02-000\a02-000-00-01.png,Macmillan
IAM_Words\g06\g06-045p\g06-045p-04-01.png,was
IAM_Words\b01\b01-057\b01-057-07-07.png,most
IAM_Words\c03\c03-016a\c03-016a-00-00.png,But
IAM_Words\g01\g01-083\g01-083-05-03.png,that
IAM_Words\a04\a04-059\a04-059-00-01.png,party
IAM_Words\a01\a01-026x\a01-026x-01-02.png,Commons
IAM_Words\g06\g06-045e\g06-045e-03-00.png,cultivated
IAM_Words\k04\k04-110\k04-110-01-06.png,living
IAM_Words\g04\g04-017\g04-017-07-01.png,discovered
IAM_Words\c03\c03-087e\c03-087e-07-01.png,in
IAM_Words\g06\g06-050g\g06-050g-02-06.png,symptoms
IAM_Words\d05\d05-025\d05-025-07-04.png,of
IAM_Words\c03\c03-094b\c03-094b-04-08.png,father-in-law
IAM_Words\c06\c06-100\c06-100-04-03.png,)
IAM_Words\l01\l01-157\l01-157-01-03.png,safe
IAM_Words\e06\e06-003\e06-003-06-02.png,that
IAM_Words\b05\b05-074\b05-074-08-05.png,me
IAM_Words\c03\c03-096a\c03-096a-00-00.png,Only
IAM_Words\b01\b01-132\b01-132-04-01.png,disaster
IAM_Words\m04\m04-180\m04-180-00-02.png,up
IAM_Words\n03\n03-064\n03-064-00-02.png,rounded
IAM_Words\k02\k02-076\k02-076-03-05.png,have
IAM_Words\r02\r02-054\r02-054-00-06.png,felt
IAM_Words\m04\m04-012\m04-012-03-05.png,interested
IAM_Words\r06\r06-126\r06-126-00-00.png,For
IAM_Words\f04\f04-028\f04-028-09-01.png,another
IAM_Words\d06\d06-025\d06-025-05-06.png,this
IAM_Words\d01\d01-085\d01-085-02-11.png,codex
IAM_Words\k07\k07-134\k07-134-01-01.png,love
IAM_Words\e06\e06-006\e06-006-07-02.png,the
IAM_Words\g04\g04-081\g04-081-00-06.png,leave
IAM_Words\b06\b06-093\b06-093-06-03.png,lay
IAM_Words\j04\j04-012\j04-012-03-01.png,activity
IAM_Words\c03\c03-096a\c03-096a-03-00.png,the
IAM_Words\c03\c03-081a\c03-081a-05-01.png,.
IAM_Words\h04\h04-061\h04-061-05-04.png,for
IAM_Words\g02\g02-073\g02-073-00-03.png,the
IAM_Words\m01\m01-125\m01-125-08-04.png,seemed
IAM_Words\d04\d04-066\d04-066-00-05.png,text
IAM_Words\h07\h07-051b\h07-051b-08-00.png,scale
IAM_Words\m02\m02-072\m02-072-04-12.png,the
IAM_Words\b05\b05-098\b05-098-07-04.png,reprieve
IAM_Words\b01\b01-118\b01-118-03-01.png,without
IAM_Words\a01\a01-132x\a01-132x-04-04.png,-
IAM_Words\g06\g06-031e\g06-031e-03-09.png,be
IAM_Words\g06\g06-047b\g06-047b-00-01.png,remarkable
IAM_Words\h07\h07-080\h07-080-03-01.png,thus
IAM_Words\h02\h02-040\h02-040-03-02.png,doctor
IAM_Words\n02\n02-054\n02-054-09-03.png,want
IAM_Words\a02\a02-053\a02-053-07-02.png,associates
IAM_Words\m02\m02-048\m02-048-05-01.png,that
IAM_Words\r02\r02-070\r02-070-02-04.png,was
IAM_Words\j06\j06-008\j06-008-01-01.png,of
IAM_Words\m01\m01-125\m01-125-00-07.png,coast
IAM_Words\h02\h02-028\h02-028-06-04.png,that
IAM_Words\r03\r03-026\r03-026-02-05.png,caught
IAM_Words\a02\a02-120\a02-120-08-00.png,Commissioner
IAM_Words\j01\j01-066\j01-066-07-03.png,by
IAM_Words\h02\h02-024\h02-024-03-00.png,course
IAM_Words\g01\g01-067\g01-067-06-06.png,pay
IAM_Words\a03\a03-043\a03-043-07-03.png,national
IAM_Words\b01\b01-113\b01-113-02-07.png,may
IAM_Words\c03\c03-094a\c03-094a-03-01.png,editor
IAM_Words\g07\g07-044\g07-044-00-01.png,was
IAM_Words\d06\d06-000\d06-000-04-08.png,that
IAM_Words\g06\g06-031i\g06-031i-02-10.png,I
IAM_Words\e06\e06-053\e06-053-02-01.png,just
IAM_Words\e07\e07-108\e07-108-00-04.png,useful
IAM_Words\p03\p03-069\p03-069-02-06.png,veiled
IAM_Words\a02\a02-027\a02-027-03-04.png,scheme
IAM_Words\n04\n04-048\n04-048-08-05.png,into
IAM_Words\f02\f02-040\f02-040-03-00.png,Council
IAM_Words\l04\l04-082\l04-082-06-00.png,secret
IAM_Words\e06\e06-026\e06-026-09-01.png,Suffolk
IAM_Words\d07\d07-102\d07-102-04-08.png,place
IAM_Words\m04\m04-030\m04-030-04-02.png,Morfydd
IAM_Words\m02\m02-090\m02-090-00-01.png,motive
IAM_Words\f04\f04-016\f04-016-06-02.png,had
IAM_Words\g06\g06-047j\g06-047j-05-01.png,medical
IAM_Words\a01\a01-020x\a01-020x-04-06.png,the
IAM_Words\k04\k04-103\k04-103-01-06.png,of
IAM_Words\a06\a06-075\a06-075-01-05.png,the
IAM_Words\e01\e01-018\e01-018-01-06.png,'
IAM_Words\f04\f04-096\f04-096-06-05.png,taking
IAM_Words\a03\a03-073\a03-073-00-04.png,of
IAM_Words\g07\g07-047\g07-047-08-07.png,such
IAM_Words\m04\m04-251\m04-251-00-01.png,Then
IAM_Words\d01\d01-098\d01-098-05-11.png,not
IAM_Words\m06\m06-106\m06-106-07-00.png,light
IAM_Words\m04\m04-246\m04-246-03-06.png,Price
IAM_Words\f01\f01-147\f01-147-00-08.png,but
IAM_Words\a01\a01-132x\a01-132x-05-00.png,Answering
IAM_Words\b04\b04-116\b04-116-04-05.png,and
IAM_Words\a01\a01-113\a01-113-05-01.png,on
IAM_Words\g06\g06-045l\g06-045l-01-05.png,written
IAM_Words\g06\g06-026f\g06-026f-03-02.png,the
IAM_Words\c03\c03-084b\c03-084b-07-00.png,power
IAM_Words\a01\a01-053\a01-053-07-02.png,in
IAM_Words\e04\e04-022\e04-022-03-03.png,can
IAM_Words\n04\n04-218\n04-218-06-05.png,by
IAM_Words\m01\m01-149\m01-149-01-13.png,street
IAM_Words\r02\r02-060\r02-060-05-04.png,.
IAM_Words\a06\a06-070\a06-070-07-06.png,the
IAM_Words\a02\a02-067\a02-067-02-06.png,breach
IAM_Words\r03\r03-110\r03-110-05-11.png,too
IAM_Words\g06\g06-045o\g06-045o-07-02.png,who
IAM_Words\d07\d07-093\d07-093-01-07.png,are
IAM_Words\l01\l01-050\l01-050-02-04.png,to
IAM_Words\b01\b01-057\b01-057-09-03.png,","
IAM_Words\h07\h07-044a\h07-044a-05-00.png,corporations
IAM_Words\a01\a01-122u\a01-122u-08-07.png,Tory
IAM_Words\e07\e07-086\e07-086-09-04.png,them
IAM_Words\h02\h02-012\h02-012-05-03.png,of
IAM_Words\p03\p03-023\p03-023-01-00.png,Sometimes
